weiboId	attitudes_count	bmiddle_pic	comments_count	created_at	favorited	geo	id	idstr	in_reply_to_screen_name	in_reply_to_status_id	in_reply_to_user_id	mid	mlevel	original_pic	pic_urls	reposts_count	source	text	thumbnail_pic	truncated	uid	visible	retweeted_status_id	gatherTime
3301-	0		1	Wed Jan 25 10:15:20 +0800 2012			3405666876545435	3405666876545435				3405666876545435	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	傣族村小呆狗			1660544250	00	0	1397717467309
3302-	0		0	Fri Jun 29 01:44:44 +0800 2012			3462070886511930	3462070886511930				3462070886511930	0			0	<a href=" rel="nofollow">iPhone客户端</a>	贝爷是纯爷们。			1660544250	00	3461948987489282	1397717467310
3303-	0		0	Mon Aug 15 16:29:43 +0800 2011			3346691868908576	3346691868908576				3346691868908576	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717467311
3304-	0		10	Tue Apr 23 03:02:13 +0800 2013			3570081969752507	3570081969752507				3570081969752507	0		#	0	<a href=" rel="nofollow">Instagram</a>	刚上班就倒数等着下班。最近上班情绪不给力啊。 			1660544250	00	0	1397717467312
3305-	0		2	Wed Jan 04 19:12:31 +0800 2012			3398191917251158	3398191917251158				3398191917251158	0		#	3	<a href=" rel="nofollow">微博 weibo.com</a>	一小撮别有用心的人。			1660544250	00	0	1397717467313
3306-	0		1	Tue Sep 27 05:09:50 +0800 2011			3362103448632694	3362103448632694				3362103448632694	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Week four			1660544250	00	0	1397717467313
3307-	0		4	Thu Nov 15 06:48:01 +0800 2012			3512519123789356	3512519123789356				3512519123789356	0		#	0	<a href=" rel="nofollow">Instagram</a>	Lunch box 每天只有十份 很有意思。要挑人不多时候才吃的到。 			1660544250	00	0	1397717467314
3308-	0		2	Fri Mar 02 12:40:53 +0800 2012			3419111860246541	3419111860246541				3419111860246541	0			2	<a href=" rel="nofollow">iPhone客户端</a>	一看下巴就是整的还带个美瞳。//@徐_慢慢:纯！			1660544250	00	3396423846804711	1397717467315
3309-	3		0	Fri Mar 07 15:17:55 +0800 2014			3685506456106082	3685506456106082				3685506456106082	0			0	<a href=" rel="nofollow">iPad客户端</a>	这他妈才是生活			1660544250	00	3665666525524067	1397717467316
3310-	2		19	Mon Mar 11 16:43:54 +0800 2013			3554706083745870	3554706083745870				3554706083745870	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Two days old Derrick says hi to all 雷迪斯和乡亲们			1660544250	00	0	1397717467317
3311-	6		2	Fri Oct 11 05:48:25 +0800 2013			3632092120687365	3632092120687365				3632092120687365	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	I love you. 			1660544250	00	0	1397717467317
3312-	0		0	Mon Sep 05 04:09:11 +0800 2011			3354115652715915	3354115652715915				3354115652715915	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Hold !			1660544250	00	0	1397717467318
3313-	1		2	Sun Mar 23 02:38:52 +0800 2014			3691113640809188	3691113640809188				3691113640809188	0			0	<a href=" rel="nofollow">iPhone客户端</a>	Celine 叫笑脸包？ 叫赛脸包多贴切 还押韵。			1660544250	00	0	1397717467319
3314-	0		0	Fri Aug 12 15:27:24 +0800 2011			3345589022576062	3345589022576062				3345589022576062	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	分享图片			1660544250	00	0	1397717467321
3315-	5		2	Wed Nov 20 14:33:34 +0800 2013			3646719793327209	3646719793327209				3646719793327209	0		#	2	<a href=" rel="nofollow">iPhone客户端</a>	我是真烦她妈这滋哇乱叫的。这演技也太差了吧 每部电视剧都是跟女版马景涛一样 叫得我脑袋疼 #咱们结婚吧#			1660544250	00	0	1397717467321
3316-	0		3	Sun Oct 28 12:50:18 +0800 2012			3506087313605166	3506087313605166				3506087313605166	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[泪][泪][泪][泪][泪][泪][泪][泪] 大胡子			1660544250	00	3506075392923793	1397717467322
3317-	0		0	Fri Nov 01 12:55:27 +0800 2013			3639809732036456	3639809732036456				3639809732036456	0			1	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			1660544250	00	3639806217148374	1397717467323
3318-	0		5	Fri Nov 09 06:33:24 +0800 2012			3510341118131140	3510341118131140				3510341118131140	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	What I see myself and what my friends see me.			1660544250	00	0	1397717467324
3319-	1		0	Thu Aug 22 15:09:55 +0800 2013			3614114033480622	3614114033480622				3614114033480622	0		#	0	<a href=" rel="nofollow">美图秀秀iPhone版</a>	A.I 今天退役。一个时代和回忆的结束。当枪匹马把一个三流球队带到总决赛。记得那场和湖人拼总决赛看到他伤了脚踝却硬挺着伤打我看哭了。最值得尊重的球员 过人最帅 上篮最漂亮的后卫。没有之一。除了乔丹 最爱A.I。[泪] 			1660544250	00	0	1397717467325
3320-	0		1	Sun Nov 25 08:16:39 +0800 2012			3516165311968596	3516165311968596				3516165311968596	0			0	<a href=" rel="nofollow">iPhone客户端</a>	缘分未到 不必强求			1660544250	00	3516159024757724	1397717467326
3321-	0		2	Mon May 16 03:52:44 +0800 2011			10723500614	10723500614				5607033265522771732	0			0	<a href=" rel="nofollow">iPhone客户端</a>	今天是个好日子。我妹生日。灰熊打雷霆。灰熊你要还在温哥华多好。Canucks 开打第一轮。DH最后一集。晚上和朋友看看球喝点酒。准备准备下周去波特兰的行程。开心的大鼻涕冒泡直咬腮帮子。			1660544250	00	0	1397717467327
3322-	1		5	Wed May 29 14:32:25 +0800 2013			3583301627560838	3583301627560838				3583301627560838	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	DERRICK 不觉中就长大了好多。#82天# 			1660544250	00	0	1397717467327
3323-	0		0	Sat Mar 08 14:51:25 +0800 2014			3685862174946672	3685862174946672				3685862174946672	0			1	<a href=" rel="nofollow">iPhone客户端</a>	确认飞机坠落 开始搜救。名单上多数都是和自己年龄不相上下的同胞。很难体会得到飞机出事时候该是多么的恐怖，机场接机等待亲朋此刻的心情。希望可以多有生还者。还是那句话 珍惜生活 活着真好。????????????			1660544250	00	3685843249706400	1397717467328
3324-	0		2	Thu Jul 07 04:57:37 +0800 2011			13809009976	13809009976				5626346414902062217	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	你弟来加拿大了？ @一手好字被电脑废了 @梦小树儿			1660544250	00	0	1397717467329
3325-	0		0	Tue Dec 24 15:40:45 +0800 2013			3659057888343571	3659057888343571				3659057888343571	0			0	<a href=" rel="nofollow">iPhone客户端</a>	好人一生平安 //@新周刊:被撞不讹人大爷的圣诞礼物：物业公司提拔加重奖、已有医院送体检、送治疗、市医保局已介入关注			1660544250	00	3659051483044863	1397717467333
3326-	2		1	Wed Jan 08 23:06:50 +0800 2014			3664605970608587	3664605970608587				3664605970608587	0		#	0	<a href=" rel="nofollow">快手</a>	#Gif快手# 			1660544250	00	0	1397717467334
3327-	0		6	Fri Jun 17 18:03:10 +0800 2011			12522488798	12522488798				5619127146110170548	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Happy fathers day. Pround of being your kid			1660544250	00	0	1397717467335
3328-	0		1	Fri Oct 18 05:01:35 +0800 2013			3634617054036467	3634617054036467				3634617054036467	0		#	0	<a href=" rel="nofollow">Instagram</a>	100% Jordan fan authentic guarantee。 			1660544250	00	0	1397717467336
3329-	0		26	Tue Jun 28 06:39:46 +0800 2011			13150453928	13150453928				5623032972187361005	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	祝我好运 赶紧顺利通过背景调查 赶快让我上班吧			1660544250	00	0	1397717467337
3330-	0		0	Sat Mar 03 10:25:48 +0800 2012			3419440253279195	3419440253279195				3419440253279195	0			0	<a href=" rel="nofollow">iPhone客户端</a>	紧赶慢赶也赶不上啊。生日快乐。happy birthday bro. To a husband and father. Welcome to Canada.			1660544250	00	3419439477612772	1397717467338
3331-	0		7	Wed Apr 20 17:27:03 +0800 2011			9404496562	9404496562				201110420450017993	0		#	4	<a href=" rel="nofollow">iPhone客户端</a>	哥十年前的照片。时间是把杀猪刀 能砍一刀是一刀 砍我并非杀猪刀 莫非青龙晏月刀。此时无声胜有声 脸颊流下两眼泪 耳边响起驼铃声			1660544250	00	0	1397717467338
3332-	0		0	Wed Jun 19 11:23:20 +0800 2013			3590864188327597	3590864188327597				3590864188327597	0			0	<a href=" rel="nofollow">iPhone客户端</a>	太太太好看了 我热打得太激情了！！！！！！ //@NBA:詹姆斯命中 82平！			1660544250	00	3590863856363728	1397717467339
3333-	0		0	Wed Jun 15 12:50:43 +0800 2011			12364658300	12364658300				5618304458010660286	0			1	<a href=" rel="nofollow">iPhone客户端</a>	转发微博。			1660544250	00	12360081155	1397717467340
3334-	0		1	Sat Apr 02 16:32:37 +0800 2011			8513983689	8513983689				20111040233242278	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎][挖鼻屎]			1660544250	00	8513326329	1397717467341
3335-	1		2	Tue Dec 31 22:50:26 +0800 2013			3661702736719759	3661702736719759				3661702736719759	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	2013 只是开始 未来还有很多很多在等着我们。爸爸妈妈所有人都会一直在你身边陪着你一起长大   			1660544250	00	0	1397717467342
3336-	0		0	Tue Oct 22 05:10:05 +0800 2013			3636068740343885	3636068740343885				3636068740343885	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			1660544250	00	3635965408679956	1397717467342
3337-	0		3	Mon Jan 30 08:00:22 +0800 2012		type:Pointcoordinates:#49.17969#-123.13828	3407444850177526	3407444850177526				3407444850177526	0			0	<a href=" rel="nofollow">iPhone客户端</a>	角色转变太快回来就连着班 明天还一天 坚持 我在这里: #Richmond# 			1660544250	00	0	1397717467343
3338-	0		5	Sun Jun 19 19:21:41 +0800 2011			12635909094	12635909094				5619889550044144577	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	身边又一好朋友订婚。求婚现场很感人。很幸运能亲临现场见证爱情。终成眷属 @格格who			1660544250	00	0	1397717467344
3339-	0		0	Wed Feb 29 03:16:25 +0800 2012			3418245027663960	3418245027663960				3418245027663960	0			1	<a href=" rel="nofollow">iPhone客户端</a>	看着不错			1660544250	00	3418107550979563	1397717467345
3340-	1		4	Mon Dec 17 08:11:22 +0800 2012			3524136511104019	3524136511104019				3524136511104019	0		#	0	<a href=" rel="nofollow">Instagram</a>	Time piece.  			1660544250	00	0	1397717467346
3341-	1		0	Sun Jan 12 09:26:01 +0800 2014			3665848956899396	3665848956899396				3665848956899396	0			0	<a href=" rel="nofollow">iPhone客户端</a>	所以一路顺风还是不错的   //@城市知道-温哥华:大家一起涨姿式了。。			1660544250	00	3665757424461491	1397717467347
3342-	0		0	Wed Mar 12 05:58:03 +0800 2014			3687177500629669	3687177500629669				3687177500629669	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[爱你]			1660544250	00	3687105412401583	1397717467348
3343-	0		0	Fri Nov 02 01:40:32 +0800 2012			3507730704897034	3507730704897034				3507730704897034	0			1	<a href=" rel="nofollow">iPhone客户端</a>	[good][good][good]			1660544250	00	3507631886733220	1397717467348
3344-	0		3	Sat Oct 01 00:49:53 +0800 2011			3363487581775165	3363487581775165				3363487581775165	0			0	<a href=" rel="nofollow">iPhone客户端</a>	Wake me up when sept ends			1660544250	00	0	1397717467349
3345-	1		8	Sun Feb 23 14:28:29 +0800 2014			3681145361700117	3681145361700117				3681145361700117	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Am back. 			1660544250	00	0	1397717467350
3346-	0		9	Thu Feb 03 13:00:16 +0800 2011			6028056001	6028056001				2011102031604702421	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	欢迎孙菊协同夫人来黑龙江省三亚市视察慰问			1660544250	00	0	1397717467351
3347-	0		1	Wed Jan 04 19:10:20 +0800 2012			3398191363595237	3398191363595237				3398191363595237	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	大个儿			1660544250	00	0	1397717467351
3348-	1		1	Fri Feb 14 13:00:53 +0800 2014			3677861825593927	3677861825593927				3677861825593927	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	吃炸鸡喝啤酒？开什么玩笑。喝老村长白酒配大葱蘸酱看乡村爱情圆舞曲才是boss. 			1660544250	00	0	1397717467352
3349-	0		0	Fri Oct 18 12:26:16 +0800 2013			3634728957695041	3634728957695041				3634728957695041	0			2	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			1660544250	00	3634690096959440	1397717467353
3350-	0		0	Tue Jun 04 12:04:53 +0800 2013		type:Pointcoordinates:#49.27445#-123.15384	3585438826726922	3585438826726922				3585438826726922	0		#	1	<a href=" rel="nofollow">Instagram</a>	Just posted a photo with Instagram @ Kitsilano Beach 			1660544250	00	0	1397717467353
3351-	0		0	Sun Aug 28 03:30:53 +0800 2011			3351206911034902	3351206911034902				3351206911034902	0			0	<a href=" rel="nofollow">iPhone客户端</a>	@小月仔Blog @辽A超哥 哥们新婚快乐 永远幸福 一会给你打电话。[嘻嘻][嘻嘻][嘻嘻]			1660544250	00	0	1397717467354
3352-	0		3	Fri Aug 12 15:24:05 +0800 2011			3345588188246713	3345588188246713				3345588188246713	0		#	2	<a href=" rel="nofollow">微博 weibo.com</a>	[呵呵]			1660544250	00	0	1397717467355
3353-	0		0	Tue Sep 11 13:18:45 +0800 2012			3489062243284680	3489062243284680				3489062243284680	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	美丽的夕阳			1660544250	00	0	1397717467356
3354-	0		2	Wed Sep 19 06:29:43 +0800 2012			3491858414258954	3491858414258954				3491858414258954	0			1	<a href=" rel="nofollow">iPhone客户端</a>	我想吃拔丝地瓜			1660544250	00	3491412643705558	1397717467356
3355-	0		4	Sat Jun 16 10:13:17 +0800 2012			3457487832901739	3457487832901739				3457487832901739	0			0	<a href=" rel="nofollow">iPhone客户端</a>	怀念我的第一份工作。05年的时候假期回国在哈洽会大会办实习一个多月。负责会场组织、展台协调、和匈牙利红酒团的翻译与品酒会发言人。现在想想胆子真够大的 英文也不好就敢当那么多人上去忽悠。还好下面的记者和酒店经理们不懂英文。没日没夜辛苦的赚了5000多块 觉得特别有意义。[奥特曼]			1660544250	00	3457471203478662	1397717467357
3356-	0		3	Thu Jan 05 17:28:28 +0800 2012		type:Pointcoordinates:#45.74182#126.67807	3398528119088764	3398528119088764				3398528119088764	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	紫云  挺不错 			1660544250	00	0	1397717467358
3357-	0		8	Sat Apr 28 09:03:44 +0800 2012			3439713316990514	3439713316990514				3439713316990514	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	五更肠旺男。I am too old to eat 台湾简餐！！！			1660544250	00	0	1397717467359
3358-	0		3	Fri Jan 06 10:00:57 +0800 2012			3398777886665985	3398777886665985				3398777886665985	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	@Missasa 亮			1660544250	00	0	1397717467359
3359-	0		1	Wed Feb 09 21:50:03 +0800 2011			6207783309	6207783309				2011102091707314270	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	孙菊			1660544250	00	0	1397717467360
3360-	0		1	Sat Dec 08 14:56:16 +0800 2012			3520976916708866	3520976916708866				3520976916708866	0		#	0	<a href=" rel="nofollow">Instagram</a>	Warm blanket plus chill cool help me go tho winter  			1660544250	00	0	1397717467361
3361-	0		9	Thu Jul 21 03:29:08 +0800 2011			14910656251	14910656251				3337435731884311	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	第一天开工 纪念一下 开始要努力了			1660544250	00	0	1397717467361
3362-	0		1	Tue Feb 08 21:23:39 +0800 2011			6173881989	6173881989				2211102081688918251	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	奶奶			1660544250	00	0	1397717467362
3363-	0		4	Fri Aug 23 04:06:53 +0800 2013			3614309563315209	3614309563315209				3614309563315209	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	机场是个让人又爱又恨的地方。每次分开是为了更好地相聚。三个月后三亚见 ?。			1660544250	00	0	1397717467363
3364-	0		2	Tue Nov 01 13:07:41 +0800 2011			3374907279490430	3374907279490430				3374907279490430	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	[哈哈]			1660544250	00	0	1397717467364
3365-	3		59	Tue Nov 13 10:52:24 +0800 2012			3511855853355918	3511855853355918				3511855853355918	0			402	<a href=" rel="nofollow">优酷网连接分享</a>	好想家。。。。。。。。。。。。。。。。。。。。。【视频：哈尔滨英文城市宣传片】   （分享自 @优酷网）			1660544250	00	0	1397717467364
3366-	0		1	Thu Feb 02 11:25:33 +0800 2012			3408583653951287	3408583653951287				3408583653951287	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[蜡烛][蜡烛] 重振家园//@辽A超哥:为灾区人民祈福[蜡烛]			1660544250	00	3408509855357216	1397717467365
3367-	1		1	Tue Apr 08 03:09:19 +0800 2014			3696919509065068	3696919509065068				3696919509065068	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	你坐在沙发看电视  看电视的我在旁边看你 你说你瞅我噶哈啊 我说我瞅你咋地吧			1660544250	00	0	1397717467366
3368-	1		1	Fri May 17 04:44:36 +0800 2013			3578805044447805	3578805044447805				3578805044447805	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Happy birthday to my pretty sister. [嘻嘻][耶][good][ok][赞][蛋糕][蛋糕][蛋糕]			1660544250	00	0	1397717467366
3369-	0		5	Mon May 02 16:16:22 +0800 2011			9983003650	9983003650				5602029705940812735	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Happy birthday to my little brother @吴梦霏Edison   Thx for the dinner.			1660544250	00	0	1397717467367
3370-	0		0	Mon Feb 21 19:27:05 +0800 2011			6631778973	6631778973				2011102212341827168	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	来根儿[来]			1660544250	00	0	1397717467368
3371-	0		0	Mon Oct 14 13:52:44 +0800 2013			3633301166315814	3633301166315814				3633301166315814	0			0	<a href=" rel="nofollow">iPhone客户端</a>	最后一张和我爸爸好象			1660544250	00	3633286867493742	1397717467369
3372-	0		8	Tue Jun 26 05:46:22 +0800 2012			3461044531772066	3461044531772066				3461044531772066	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Welcome to the club. Fuck 4.			1660544250	00	0	1397717467369
3373-	0		1	Tue Jul 03 07:42:06 +0800 2012			3463610372274753	3463610372274753				3463610372274753	0		#	2	<a href=" rel="nofollow">iPhone客户端</a>	维多利亚油是不是从美国运过去的？怎么这么便宜 早知道把浴缸搬来了			1660544250	00	0	1397717467370
3374-	0		5	Sat May 19 05:22:21 +0800 2012			3447267749379725	3447267749379725				3447267749379725	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	这个牌子的巧克力很好吃 蓝莓外面裹着巧克力。COSTCO卖得很便宜。SUPERSTORE 也有。推荐。[嘻嘻]			1660544250	00	0	1397717467371
3375-	0		4	Fri Dec 16 02:49:27 +0800 2011			3391059149403986	3391059149403986				3391059149403986	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	还没发视频的自觉点 主动点 ！			1660544250	00	0	1397717467372
3376-	0		0	Wed Sep 07 14:47:35 +0800 2011			3355001087771417	3355001087771417				3355001087771417	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	照的最喜欢的一张，新郎坏坏的表情。			1660544250	00	0	1397717467372
3377-	0		0	Thu Jan 23 06:02:25 +0800 2014			3669783986094867	3669783986094867				3669783986094867	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[嘻嘻][嘻嘻]			1660544250	00	3669672438558120	1397717467373
3378-	0		4	Thu Nov 15 11:48:41 +0800 2012			3512594788874424	3512594788874424				3512594788874424	0		#	0	<a href=" rel="nofollow">Instagram</a>	刚刚用 Instagram 发布了一张照片 			1660544250	00	0	1397717467374
3379-	0		1	Sun May 22 00:23:42 +0800 2011			10995267429	10995267429				5609205908919377778	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	阴天了			1660544250	00	0	1397717467375
3380-	0		2	Mon Apr 23 15:14:56 +0800 2012			3437994797648468	3437994797648468				3437994797648468	0			0	<a href=" rel="nofollow">iPhone客户端</a>	肉偷的   是对我目前身材最完美诠释的词语			1660544250	00	0	1397717467375
3381-	0		1	Tue Jul 26 02:59:16 +0800 2011			15325118178	15325118178				3339240155528580	0			2	<a href=" rel="nofollow">iPhone客户端</a>	敌人太快了！ //@魄尼博:// @FIONAlifang ：//			1660544250	00	15168353892	1397717467376
3382-	0		2	Tue Jan 01 16:28:19 +0800 2013			3529697390756711	3529697390756711				3529697390756711	0		#	0	<a href=" rel="nofollow">Instagram</a>	Just posted a photo with Instagram 			1660544250	00	0	1397717467377
3383-	0		0	Mon Oct 28 12:00:39 +0800 2013			3638346393878742	3638346393878742				3638346393878742	0			0	<a href=" rel="nofollow">iPhone客户端</a>	转发微博			1660544250	00	3638345281920743	1397717467378
3384-	0		12	Sun Dec 11 16:13:55 +0800 2011			3389449661503992	3389449661503992				3389449661503992	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	就这个			1660544250	00	0	1397717467378
3385-	1		0	Tue Jan 01 06:57:54 +0800 2013			3529553840341390	3529553840341390				3529553840341390	0			0	<a href=" rel="nofollow">iPhone客户端</a>	2012 太多的惊喜 太多的收获 太多的欢声笑语 太多的祝福与感动 不想说再见的一年。			1660544250	00	0	1397717467379
3386-	0		3	Tue Mar 01 12:32:37 +0800 2011			6931169191	6931169191				2211103012130432494	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	孙菊别野涮火锅			1660544250	00	0	1397717467380
3387-	1		2	Thu Oct 24 05:22:50 +0800 2013			3636796728596771	3636796728596771				3636796728596771	0		#	0	<a href=" rel="nofollow">Instagram</a>	Vancouver in fog.  			1660544250	00	0	1397717467381
3388-	1		2	Wed May 01 01:17:18 +0800 2013			3572954669606686	3572954669606686				3572954669606686	0			1	<a href=" rel="nofollow">iPhone客户端</a>	蓝色挺漂亮的			1660544250	00	3572954250559942	1397717467381
3389-	0		0	Sat Nov 23 13:38:54 +0800 2013			3647793203969587	3647793203969587				3647793203969587	0			0	<a href=" rel="nofollow">iPhone客户端</a>	我TM无语了? @			1660544250	00	3647783527018369	1397717467382
3390-	1		2	Sun Jul 14 01:41:07 +0800 2013			3599777365582292	3599777365582292				3599777365582292	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	Welcome back to Vancouver. [嘻嘻][嘻嘻][酷]			1660544250	00	0	1397717467383
3391-	0		0	Wed Mar 06 09:55:57 +0800 2013			3552791471678771	3552791471678771				3552791471678771	0			0	<a href=" rel="nofollow">iPhone客户端</a>	支持。家门口：）			1660544250	00	3552791290794372	1397717467383
3392-	0		0	Mon Dec 31 08:16:47 +0800 2012			3529211304269049	3529211304269049				3529211304269049	0		#	0	<a href=" rel="nofollow">Instagram</a>	Just posted a photo with Instagram 			1660544250	00	0	1397717467384
3393-	0		37	Sat Oct 13 02:27:25 +0800 2012			3500494741977379	3500494741977379				3500494741977379	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	缺德缺钱偷钱别砸车好么。砸车就砸一个窗户好么 砸两个能砸专业点别把车皮椅刮坏么。			1660544250	00	0	1397717467385
3394-	0		9	Mon Jun 20 13:00:37 +0800 2011			12669483620	12669483620				5620162435095333297	0			0	<a href=" rel="nofollow">iPhone客户端</a>	打了一下午球加上今天晚餐是：小米粥 水饺 蒜泥肘花、尖椒干豆腐 干肠 熘肝尖和腰花 我圆满了。[泪][泪][泪][泪][泪]过年了			1660544250	00	0	1397717467386
3395-	0		0	Thu Jan 16 10:15:03 +0800 2014			3667310843791507	3667310843791507				3667310843791507	0			0	<a href=" rel="nofollow">iPhone客户端</a>	[泪][泪]			1660544250	00	3667154819480447	1397717467386
3396-	0		3	Fri Apr 12 04:04:45 +0800 2013			3566111444924515	3566111444924515				3566111444924515	0			2	<a href=" rel="nofollow">iPhone客户端</a>	好起来好起来！！[爱心传递][爱心传递][爱心传递]			1660544250	00	3566100379387379	1397717467387
3397-	0		10	Wed Jan 16 03:36:55 +0800 2013			3534939079477463	3534939079477463				3534939079477463	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	今天就靠这个了			1660544250	00	0	1397717467388
3398-	0		0	Tue Sep 11 13:18:18 +0800 2012			3489062130720840	3489062130720840				3489062130720840	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	秋高气爽 打球最好不过。			1660544250	00	0	1397717467389
3399-	0		4	Thu Aug 18 07:12:18 +0800 2011			3347638753851119	3347638753851119				3347638753851119	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	神酱。			1660544250	00	0	1397717467389
3400-	0		4	Tue Aug 30 07:42:42 +0800 2011			3351995058918821	3351995058918821				3351995058918821	0			0	<a href=" rel="nofollow">iPhone客户端</a>	中国柔道队和相扑队的赛后庆功宴 //@我:女的呢？			1660544250	00	3351613530309968	1397717467390
3401-	0		10	Tue Apr 24 02:46:35 +0800 2012			3438168852850077	3438168852850077				3438168852850077	0			0	<a href=" rel="nofollow">iPhone客户端</a>	 @魏航- 你发挥的时候到了。 //@吃喝玩乐温哥华:#BC斑点虾#鲜甜肥美，肉质紧实有弹性，吃起来让人有中吃吮指的感动。由于斑点虾做法简单，个人认为在家DIY比去餐厅吃更适合喔！非常期待#BC斑点虾季节#的到来！[花心][花心]#BC斑点虾节#微博介绍请看：			1660544250	00	3438161466650232	1397717467391
3402-	0		0	Fri Feb 17 15:32:17 +0800 2012			3414081564409888	3414081564409888				3414081564409888	0			0	<a href=" rel="nofollow">微博 weibo.com</a>	[哈哈]			1660544250	00	3414075537526929	1397717467391
3403-	0		3	Mon Feb 21 06:11:03 +0800 2011			6611720143	6611720143				2311102211945281285	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	[蛋糕]			1660544250	00	0	1397717467392
3404-	0		10	Sat Dec 10 04:53:12 +0800 2011			3388915965674297	3388915965674297				3388915965674297	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	丽晶台湾牛肉面 大饼牛肉卷 阳光明媚 哥不上班			1660544250	00	0	1397717467393
3405-	0		1	Sat Nov 24 02:19:52 +0800 2012			3515713136646086	3515713136646086				3515713136646086	0			0	<a href=" rel="nofollow">iPad客户端</a>	据统计大统华被感染的牛肉全部售出并且无一例食用不适报告。生化武器我们从小就开始训练 老外身体素质弱爆了 //@大条霖: 转发微博			1660544250	00	3515704408505311	1397717467393
3406-	0		7	Sat Aug 06 16:07:18 +0800 2011			3343424736571039	3343424736571039				3343424736571039	0		#	0	<a href=" rel="nofollow">iPhone客户端</a>	急需个醒酒器。天天用这个真不是办法			1660544250	00	0	1397717467394
3407-	0		1	Wed May 15 05:57:10 +0800 2013			3578098534759226	3578098534759226				3578098534759226	0		#	0	<a href=" rel="nofollow">Instagram</a>	Lets walk.  			1660544250	00	0	1397717467395
3408-	0		11	Fri Aug 12 15:42:59 +0800 2011			3345592944362209	3345592944362209				3345592944362209	0		#	0	<a href=" rel="nofollow">微博 weibo.com</a>	明天继续			1660544250	00	0	1397717467396
3409-	0		3	Thu Mar 07 04:17:54 +0800 2013			3553068786705547	3553068786705547				3553068786705547	0		#	1	<a href=" rel="nofollow">iPhone客户端</a>	不吸烟与吸烟的肺			1660544250	00	0	1397717467396
